"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","ITA","Italy","2022","2022",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2010","2010",60690,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2011","2011",59948,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2012","2012",60105,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2013","2013",60277,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2014","2014",60346,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2015","2015",60295,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2016","2016",60164,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2017","2017",60067,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2018","2018",59938,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2019","2019",59817,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2020","2020",59641,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2021","2021",59236,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","ITA","Italy","2022","2022",59030,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","JPN","Japan","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2010","2010",126907,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2011","2011",126678,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2012","2012",126452,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2013","2013",126339,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2014","2014",126207,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2015","2015",126141,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2016","2016",126091,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2017","2017",125886,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2018","2018",125627,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2019","2019",125314,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","JPN","Japan","2020","2020",124752,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","KOR","Korea","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2010","2010",49410,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2011","2011",49937,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2012","2012",50200,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2013","2013",50429,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2014","2014",50747,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2015","2015",51015,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2016","2016",51218,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2017","2017",51362,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2018","2018",51585,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2019","2019",51765,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2020","2020",51836,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","KOR","Korea","2021","2021",51745,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","LUX","Luxembourg","2022","2022",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","LUX","Luxembourg","2017","2017",602,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","LUX","Luxembourg","2018","2018",614,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","LUX","Luxembourg","2019","2019",626,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","LUX","Luxembourg","2020","2020",635,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","LUX","Luxembourg","2021","2021",645,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","LUX","Luxembourg","2022","2022",661,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2010","2010",82.4,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2011","2011",89.2,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2012","2012",89.6,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2013","2013",91.6,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2014","2014",92.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2015","2015",92.3,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2016","2016",89.8,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2017","2017",89.3,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2018","2018",88.3,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2019","2019",80.6,"E; B","Estimated value; Break"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","MEX","Mexico","2020","2020",72.4,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2010","2010",94105,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2011","2011",103134,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2012","2012",104929,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2013","2013",108505.8,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2014","2014",111247.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2015","2015",111739.2,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2016","2016",110215.4,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2017","2017",110820.3,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2018","2018",110156,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2019","2019",102058.2,"E; B","Estimated value; Break"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","MEX","Mexico","2020","2020",92582.8,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2010","2010",99.6,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2011","2011",99.6,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2012","2012",99.7,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2013","2013",99.8,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2014","2014",99.8,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2015","2015",99.8,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2016","2016",99.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2017","2017",99.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2018","2018",99.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2019","2019",99.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2020","2020",99.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NLD","Netherlands","2021","2021",99.9,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2010","2010",16555,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2011","2011",16634,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2012","2012",16706,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2013","2013",16770,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2014","2014",16836,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2015","2015",16913,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2016","2016",17007,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2017","2017",17111,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2018","2018",17211,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2019","2019",17320,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2020","2020",17419,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NLD","Netherlands","2021","2021",17511,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NZL","New Zealand","2022","2022",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2010","2010",4373.9,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2011","2011",4399.4,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2012","2012",4425.9,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2013","2013",4475.8,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2014","2014",4554.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2015","2015",4647.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2016","2016",4747.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2017","2017",4831,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2018","2018",4886.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2019","2019",5042,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2020","2020",5105,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2021","2021",5150,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NZL","New Zealand","2022","2022",5150,"E","Estimated value"
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","NOR","Norway","2022","2022",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2010","2010",4889,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2011","2011",4953,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2012","2012",5019,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2013","2013",5080,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2014","2014",5137,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2015","2015",5190,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2016","2016",5236.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2017","2017",5277,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2018","2018",5312,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2019","2019",5348,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2020","2020",5379,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2021","2021",5408,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","NOR","Norway","2022","2022",5457,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2010","2010",97.5,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2011","2011",96.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2012","2012",91,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2013","2013",91.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2014","2014",91.3,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2015","2015",91,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2016","2016",91.5,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2017","2017",92.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2018","2018",92.9,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2019","2019",93.4,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2020","2020",93.3,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2021","2021",94,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","POL","Poland","2022","2022",96.7,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2010","2010",37231,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2011","2011",37242,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2012","2012",35054,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2013","2013",35254.4,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2014","2014",35122.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2015","2015",34985.5,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2016","2016",35154.2,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2017","2017",35492.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2018","2018",35532.5,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2019","2019",35776.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2020","2020",35803,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2021","2021",35962.4,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","POL","Poland","2022","2022",36720.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2010","2010",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2011","2011",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2012","2012",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2013","2013",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2014","2014",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2015","2015",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2016","2016",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2017","2017",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2018","2018",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2019","2019",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2020","2020",100,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","PRT","Portugal","2021","2021",100,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",10572.7,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",10559,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",10503.9,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",10444.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",10395.1,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",10368.6,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",10344.5,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2017","2017",10335.8,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2018","2018",10333.5,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2019","2019",10375.4,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2020","2020",10394.3,,
"COVGCMED","Government/compulsory health insurance coverage","EFFPEREF","Thousands of persons","PRT","Portugal","2021","2021",10421.1,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2010","2010",94.8,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2011","2011",95.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2012","2012",95,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2013","2013",94.6,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2014","2014",94.2,,
"COVGCMED","Government/compulsory health insurance coverage","TOTPOPTX","% of total population","SVK","Slovak Republic","2015","2015",93.8,,
